ptid;enid;name;fullname
NVDB_TRAFIKKREGULERINGERTRAFIKKREGULERINGER;;forbudtForGåendeOgSyklende;
NVDB_TRAFIKKREGULERINGERTRAFIKKREGULERINGER;;forbudtForMotortrafikk;
NVDB_TRAFIKKREGULERINGERTRAFIKKREGULERINGER;;motortrafikkKunTillattForVaretransport;
NVDB_TRAFIKKREGULERINGERTRAFIKKREGULERINGER;;motortrafikkKunTillattForKjøringTilEiendommer;
NVDB_TRAFIKKREGULERINGERTRAFIKKREGULERINGER;;motortrafikkKunTillattForVaretransportOgKjøringTilEiendommer;
NVDB_TRAFIKKREGULERINGERTRAFIKKREGULERINGER;;gjennomkjøringForbudt;
NVDB_TRAFIKKREGULERINGERTRAFIKKREGULERINGER;;syklingMotKjøreretningenTillatt;
NVDB_TRAFIKKREGULERINGERTRAFIKKREGULERINGER;;forbudtForSyklende;
NVDB_TYPEHINDERHØYDEBEGRENSNING;;undergangBru;
NVDB_TYPEHINDERHØYDEBEGRENSNING;;skredoverbygg;
NVDB_TYPEHINDERHØYDEBEGRENSNING;;bru_Stag;
NVDB_TYPEHINDERHØYDEBEGRENSNING;;kjøreledning;
NVDB_TYPEHINDERHØYDEBEGRENSNING;;brukabler;
NVDB_TYPEHINDERHØYDEBEGRENSNING;;kabel;
NVDB_TYPEHINDERHØYDEBEGRENSNING;;skiltportalWire;
NVDB_TYPEHINDERHØYDEBEGRENSNING;;ferjesamband;
NVDB_TYPEHINDERHØYDEBEGRENSNING;;tunnel;
NVDB_TYPEHINDERHØYDEBEGRENSNING;;bygning;
NVDB_TYPEHINDERHØYDEBEGRENSNING;;annetHinder;
NVDB_TYPEJERNBANEKRYSSING;;vegUnder;
NVDB_TYPEJERNBANEKRYSSING;;vegOver;
NVDB_TYPEJERNBANEKRYSSING;;IPlan;
NVDB_TYPEJERNBANEKRYSSING;;IPlan_Lysregulert;
NVDB_TYPEJERNBANEKRYSSING;;IPlan_LysregulertOgBom;
NVDB_TYPEJERNBANEKRYSSING;;IPlan_Lysregulert_Bom_Hel;
NVDB_TYPEJERNBANEKRYSSING;;IPlan_Lysregulert_Bom_Halv;
NVDB_TYPEJERNBANEKRYSSING;;IPlan_Lysregulert_Grind;
NVDB_TYPEJERNBANEKRYSSING;;IPlan_UtenSikring;
NVDB_TYPEVEGSPERRING;;låstBom;
NVDB_TYPEVEGSPERRING;;rørgelender;
NVDB_TYPEVEGSPERRING;;steinblokk;
NVDB_TYPEVEGSPERRING;;newJersey;
NVDB_TYPEVEGSPERRING;;betongkjegle;
NVDB_TYPEVEGSPERRING;;bussluse;
NVDB_TYPEVEGSPERRING;;trafikkavviser;
NVDB_TYPEVEGSPERRING;;bilsperre;
NVDB_TYPEVEGSPERRING;;B_Mm_DAutomatiskÅpner;
NVDB_VEGKLASSE;;0;
NVDB_VEGKLASSE;;1;
NVDB_VEGKLASSE;;2;
NVDB_VEGKLASSE;;3;
NVDB_VEGKLASSE;;4;
NVDB_VEGKLASSE;;5;
NVDB_VEGKLASSE;;6;
NVDB_VEGKLASSE;;7;
NVDB_VEGKLASSE;;8;
NVDB_VEGKLASSE;;9;
RETNING;;med;
RETNING;;mot;
LRLRM;;metrering;
LRLRM;;kilometrering;
LRLRM;;normalisert;
LRLRM;;prosent;
